Query|Document
Kill Flood on Halo 1 and 2044 August| Oh no, you need to destroy Flood! What do you do? Here's what you do! posted 08/02/2044
Make Rockets Circle Around a Warthog in Coagulation 12/7/24| This is how to make a rocket circle around a Warthog in Halo 2. Fun trick and it freaks out some people if they've never seen it before. Published 12/07/24
Kill Hunters in Halo 7/22/39|Have you ever gotten surrounded or intimidated by the Covenant Hunters in Halo with not a rocket to spare? Well, here's a simple way to kill them which only takes a little practice written 07/22/39
Know if Your Friend Screens During Halo 07/26/19|Want to catch your friend screening in Halo 2? These tips will help you catch him in the act of screening (also known as screen hacking, screen looking, and screen peeking) posted 07/26/19
October '34 join a Clan in Halo| Joining a clan in Halo is a very good way to meet new people and get into some competitive games. created 10/04/2034
Feb '21 kill Someone with a Sword from a Warthog on the Other Side of a Map in Halo|"written 02/22/2021 If you have a friend to play with it'll look funny as Master Chief will seem to "" moonwalk "" through the whole map. "
Get to Staunton Island or Shoreside Vale in Grand Theft Auto III Aug '28| Have you not yet unlocked Liberty City's Staunton Island or Shoreside Vale? Here's how you can get there early! Written 08/24/2028
Kill a Hunter in Halo 1, 2, 3, 3 Odst, or Reach Aug '28| Hey there! Have you been in a firefight with Hunters? This is the place for Halo noobs that are always killed by Hunters. Written 08/24/2028
Get Grand Theft Auto: Vice City 9/06/10|released 09/06/10 when Grand Theft Auto: Vice City was released way back in 2002, it immediately changed the way open-world and free-roaming games were played, and had set new standards when it comes to video games during that time.
10/27/22 find an FBI Rancher in Grand Theft Auto: Vice City|published 10/27/22 there are a wide variety of vehicles in Grand Theft Auto: Vice City, but some are harder to come by than others. One of the hardest vehicles to obtain is the FBI Rancher, a high-performance black SUV.
Enjoy a Grand Theft Auto Game as a Beginner 1/23/38|published 01/23/38 if you're reading this article, you're probably new to the Grand Theft Auto games, or even video games in general. It can be hard to play the Grand Theft Auto games as a beginner, but this article will help you!
Fly Helicopters in GTA 07/16/22|Starting from GTA: Vice City to the latest version of the game (GTA 5), players are able to pilot helicopters and fly them around the city. These vehicles are very efficient when you need to get from one point in the city to another without having to go through tight streets and traffic published 07/16/22
Fly Planes in GTA 07/16/22|Planes take you wherever you need to go, and they do it fast. You dont have to go through traffic-jammed streets or cut through the city through narrow shortcuts just to get you quickly where you need to be published 07/16/22
Mod a Halo Game September '00|released 09/06/2000 the PC version of Halo can use several downloadable modifications, or mods, to change or improve gameplay. These mods are often created by fellow users and allow you to amp up your gaming experience by providing more choices than ever before.
Get Money on Grand Theft Auto Games Without Cheats 2008 April|written 04/23/2008 Those of us who had played Grand Theft Auto games usually resorts to cheats because it helps make the game more easier or sometimes funner. 
Get a Military Jet in GTA Online Nov 3|Military jets are one of the most powerful and effective vehicles in Grand Theft Auto Online. It lets player travel across the entire state of San Andreas fast, and it has built in weapons to protect you from other attackers Written 11/03/32
Create a Server on Vice City Multi Player May 2027| Creating a server in Vice City: Multiplayer is fun and easy. However, becoming a server admin also requires that you watch and maintain your server. published 05/05/2027
Swim Underwater in GTA San Andreas 4/7/16|On the earlier versions of Grand Theft Auto, the main character could only drive, run, or walkthats about it. If the player accidentally ran into any water, the character immediately died or became wasted. Published 04/07/16
05/27/14 earn Money Quickly in GTA for PC|written 05/27/14 racking up the dollars is very vital if you want to take over the streets and become the top gangster in GTA. This has made earning money a central aspect of the game ever since its first release.
05/27/14 complete 50 Gang Wars in Grand Theft Auto IV: The Lost and Damned|"written 05/27/14 gang Wars are a side activity on Grand Theft Auto IV's DLC, The Lost and Damned. An achievement/trophy ""Full Chat"" is awarded to you if you have raised Terry and Clays toughness level to 100% each through missions and Gang Wars, and weapons are unlocked in your safehouse as you complete more and more Gang Wars, but enemies will be stronger as you progress."
2008 Jan download Grand Theft Auto|Grand Theft Auto has always been sold and bought on a disk installer by Rockstar Games. However, recent improvements in technology have made the GTA game franchise available on digital media created 01/17/2008
"Christmas 2025 start off in ""Grand Theft Auto San Andreas"" (Xbox)"|created 2026 new year's day some may find it difficult to start off the game in San Andreas, after Officer Tenpenny drops you off in Balla's territory. The beginning can feel cold and weird, if you never played this before.
November '08 buy Properties in GTA for PC|Posted 11/05/2008 modern GTA games are becoming more and more packed with features. Moving past the pure street chaos and killing focus of the earlier GTA games, newer GTA versions have evolved to include buying properties.
Mar '05 buy Weapons in GTA for PC|released 03/11/2005 grand Theft Auto is a game of street chaos, with fast paced cars and intense shoot outs. It is a game that leaves any gamer on the edge of their seat.
Mar '05 start a Rampage in GTA San Andreas|released 03/11/2005 So, you are bored and have nothing to do in GTA San Andreas? For a kick, just cause a rampage! This wikiHow will help you. 
Start a Gang in Grand Theft Auto: San Andreas July 20|Grand Theft Auto: San Andreas is one of the classic GTA games playable on multiple platforms. In the game, you can start a gang and recruit gang members to assist you in carrying out missions, and they will help you attack your enemies written 07/09/
Start a Perfect Riot in Grand Theft Auto: San Andreas end of last year current date: 5/18/2044|Published 09/01/43 there are many exciting things to do in San Andreas. But the best way to generate the most excitement and action in the game is when the whole state of San Andreas is rioting and looting and killing like crazy.
Roleplay on San Andreas Multiplayer end of last year current date: 5/18/2044|Published 09/01/43 If you're new to San Andreas Multiplayer or new to the roleplaying side, this article is for you! 
July 2001 play Grand Theft Auto: San Andreas Multiplayer|Though the 2004 multi-platform smash hit Grand Theft Auto: San Andreas was originally sold as a purely single-player title, thanks to the ingenuity of independent modders, it's now possible to play the game with online multiplayer Written 07/02/2001
Jun of 2040 start a Fire in Grand Theft Auto: San Andreas|published 06/10/2040 Learn how to start 5 kinds of fires In GTA:SA. 
Play GTA San Andreas Without Resorting to Cheats 09/16/29|If you are a true gamer, you wouldn't even think about using cheats! San Andreas is more difficult than the past Grand Theft Auto games, but it is still possible to complete without cheating released 09/16/29
Pass the Tough Missions in Grand Theft Auto San Andreas 09/16/29|Do you want to know how to easily beat one of those missions in San Andreas that seemed so difficult? Do you want to finish the game, or get 100%, or to complete the game without any cheats released 09/16/29
August '48 install Grand Theft Auto: San Andreas|"released 08/17/2048 grand Theft Auto: San Andreas is the second sequel to the seminal Grand Theft Auto 3. In GTA: San Andreas, players play as Carl ""CJ"" Johnson, a young gangster trying to navigate the wild world of San Andreas, a satirical state modeled on early 90's California."
Make People Fight in Grand Theft Auto: San Andreas 9/2/26| You can make pedestrians come and start attacking you. This is a good way to take their weapons and cash. written 09/02/26
Install Car Mods in Grand Theft Auto San Andreas March '42|There are thousands of car mods available for Grand Theft Auto: San Andreas, and they can be easily installed with the San Andreas Mod Installer. Once you've downloaded a few mod files, you can use the Mod Installer to add them to GTA with just a few clicks Written 03/01/2042
Have a Dog Fight in Grand Theft Auto: San Andreas August 8|created 08/09/ Having Dog fights are pretty cool, but in GTA SA they can be pretty hard to come across. 
2040 Feb unlock Interiors in Grand Theft Auto IV| This will show you how to enter interiors in Multiplayer of Grand Theft Auto IV released 02/23/2040
09/5/38 go Through the Construction Zones in GTA San Andreas|Okay, we all know you can fly over to the other side, but this is a way to go through the construction zones. This is for the PS2 version of GTA: San Andreas Created 09/05/38
Jun '36 play LCPDFR|Posted 06/19/2036 joining the Liberty City Police Department (LCPD) in Grand Theft Auto (GTA) IV can enhance your gameplay if youre interested in playing the game as a policeman instead of as a criminal.
Start a Rampage in Grand Theft Auto IV 11/3/48|written 11/03/48 Getting 6 stars has been a past time and hobby so far in Grand Theft Auto IV. It's also fun while you're not doing missions or you are just bored! 
Save in Grand Theft Auto 11/3/48|written 11/03/48 grand Theft Auto 4 provides easy ways to save your game. This open-world sandbox-type game has an expansive game world, and it can be daunting to start over when you die and havent saved.
Play Grand Theft Auto IV Online 2049 August|Grand Theft Auto 4 (GTA 4) is an action/sandbox video game that can be played on Xbox 360, Playstation 3, and PC. Beginners often have trouble figuring out how to play GTA 4 online since it is not fully introduced to you at the beginning of the game written 08/23/2049
Start a Massacre on Grand Theft Auto IV 2049 August| You have just got a copy of Grand Theft Auto 4 and you want to start a massacre. written 08/23/2049
See the Beating Heart in the Statue of Happiness in GTA IV Nov of 2006|The GTA series is loaded with easter eggs. Sometimes you can find these by yourself, but other times you need the help of the Internet. The beating heart of the Statue of Happiness in GTA IV is a well hidden easter egg that can easily be found if you follow these steps written 11/14/2006
Play GTA IV Realistically 2011 April|written 04/24/2011 do you want to play GTA IV but you don't want to go through killing sprees, police chases, and committing crimes? Why not play it like a normal Liberty City resident?
Jan 12 make Niko Wear Claude from GTA 3's Clothes in GTA | Have you ever wanted Niko to wear GTA 3's Claude Speed's clothes? Here is how. WARNING CONTAINS SPOILERS created 01/04/31
Sep 30 install GTA 4 Car Mods|Released 09/10/22 gTA 4 on PC allows users to install modifications to the game to improve the gaming experience. Car mods are great for changing the look of some of the cars in the game, which provides a refreshing new take on driving around the city.
6/05/34 kill Dimitri in GTA IV|posted 06/05/34 A Dish Served Cold is the second to the last mission in Grand Theft Auto IV. It is the first in the two-part ending story line of the game. During this mission, Jimmy Pegorino will force Niko Belic to get involved in a drug deal with the Russians.
02/18/00 get a Lot of Kills in Halo 1 Multiplayer|released 02/18/00 Heavy weapons are the key to getting a ton of kills in Halo. They can be hard to find, but are very effective at killing groups of enemies. 
Get Halo Custom Edition 4/05/45|released 04/05/45 are you getting bored of the same old Halo? Halo Custom Edition is a special version of the Halo PC game that has been created by the original developers to allow custom maps and game modes.
3/15/05 get Good Weapons on Coagulation| If you are new at Halo 2, and you want an extra advantage, this is the how-to for you. This will show you where all the best weapons are. Published 03/15/05
Fly a Halo Pelican 09/3/33|Have you ever envied Echo 419 or Kilo 23 as they flew off into the distance with their Pelican in the game Halo? If you have, follow these simple steps and in a short amount of time, you will be flying in your own UNSC Pelican drop ship Posted 09/03/33
Dominate Swords in Halo 10/09/39|" Halo 2 is an awesome game, and one of the best modes of gameplay is ""Swords Only."" Here is how to win. created 10/09/39"
July '16 get a Quick 'Running Riot' or 'Killing Spree' in Halo |A killing spree is defined as getting five consecutive kills without dying, while a running riot entails ten consecutive kills. This can be achieved fairly easily in Halo, and will allow you to showcase your combat abilities Released 07/10/2016
Get a Free Halo Trial Legally 2030 Dec| Ever wanted to try out halo on your computer but don't have money? written 12/07/2030
Find All Skulls in Halo 5: Guardians 07/5/11|Since the original Halo: Combat Evolved, collectible skulls have been a constant for the hardcore fanbase. Each skull comes with a toggle, either making the base game more difficult or changing it in strange ways Created 07/05/11
Do a Suicide Attack on Halo (Multiplayer) Jan 21| This is something that is not very well known, but you might have had some thoughts of doing it yourself released 01/21/27
3/06/20 get a Great Kill to Death Ratio in Halo Online|posted 03/06/20 This is how to kill more than you die in Halo. This guide will cover sniping, bashing, and hiding. 
9/03/47 do an Extra High Jump in Halo PC| In Halo PC, you can make your jump extra high, allowing you to jump to the top of some fortifications or bases. posted 09/03/47
Oct 2027 buy Ammunition in GTA for PC|Grand Theft Auto is currently, by far, the most popular video game in the street crime genre. That said, guns are a must in GTA, and you cannot use guns without ammo Written 10/17/2027
Get Inside Area 69 on Any Console (GTA San Andreas) July 2020|Area 69 is a rather large restricted are in Las Venturas/Bone County, and about a minute's drive from Fort Carson. Read on to find out how to enter the base without going into blue hell or making any tweaks Published 07/17/2020
6/2/03 get a Police Suit in GTA San Andreas|Created 06/02/03 the police suit is one of the many special outfits available in GTA: San Andreas that cannot be purchased from any merchandise or clothing store inside the game.
Get a Plane in Grand Theft Auto: San Andreas 1/09/04| This is how you get a plane in Grand Theft Auto: San Andreas. It also includes how to get a helicopter. created 01/09/04
Get a Phoenix in Grand Theft Auto: San Andreas 5/29/00|"posted 05/29/00 This will teach you how to get the ""Phoenix"" muscle car in Grand Theft Auto San Andreas. Pictures are from the phone version. "
March of 2015 beat the Mission Keep Your Friends Close on Vice City|released 03/12/2015 This is a really hard mission so it might take time 
Be a Cop in Grand Theft Auto (GTA) Vice City 3/25/03|Written 03/25/03 as Tommy in Vice City, you usually spend most of your time doing crimes and getting chased by the authorities. If youve grown tired of being hunted down by the police, why not turn the tables around?
Buy Garages in GTA for PC 4/17/15|Created 04/17/15 cars and driving are a great part of any GTA game starting from the classic GTA I &amp; II to the blockbuster GTA III, San Andreas, IV and V. You can get cars by stealing them right off the street, but if you like a specific car a lot or need it for a specific mission, you might need to store it in a garage so you can use it whenever you want.
Sep of 2016 enter Area 69 Labs in Grand Theft Auto San Andreas (PS2)|If you've ever played GTA: San Andreas for real, and not as a jetpack cheat code to go to the airport, you will notice a restricted area on the map, which is called Area 69, a simulation of Area 51 in Lincoln County, Nevada posted 09/22/2016
March '16 fly a Hydra Jet in San Andreas|Always crashing the Hydra jet on San Andreas? You can definitely improve your flying skills, and it's easy to do it on a desktop, laptop, Xbox and PS2 created 03/16/2016
March '40 get 50 Snapshots in Grand Theft Auto: San Andreas|Grand Theft Auto: San Andreas is a huge game with tons of different collectibles. One of these collectibles include taking 50 snapshots of scenic spots around San Fierro Published 03/24/2040
10/10/07 do the McKernan Minute in Grand Theft Auto: San Andreas|GTA San Andreas is a Sandbox style of game and allows for users to invent their own fun and mini games. The McKernan Minute named after its founder and is one such player created Mini Game Posted 10/10/07
11/22 date a Girl in Grand Theft Auto: San Andreas|written 11/22/10 in Grand Theft Auto: San Andreas, the player can find and date a number of girls across the game map. While some are necessary to complete missions, each girl comes with a variety of perks and benefits.
Install GTA 02/11/46|Written 02/11/46 grand Theft Auto 4 is currently the latest game from the GTA franchise to be available on the personal computer. This means that you can play and enjoy the game even without a gaming console.
02/19/18 be Good at Grand Theft Auto: San Andreas|Grand Theft Auto: San Andreas was the last GTA game to be released for the original Xbox while Grand Theft Auto: Vice City Stories was the last GTA Game to be released on the Playstation 2 released 02/19/18
7/13/41 change Clothes in GTA San Andreas|released 07/13/41 one of the many major new features in GTA:San Andreas is the ability to change clothes. Unlike in Vice City where you can only wear a specific set of clothes, you can now actually mix and match shoes, shirts, hats and pants, allowing you to change outfits and roam around the city of San Andreas wearing your own unique style.
Get Online in Grand Theft Auto (GTA) 2037 Jul|created 07/26/2037 gTA 4 is the first game in the series to feature full multiplayer support. Players can play in 15 different game modes, each with differing goals and objectives.
Enter Area 69 in GTA San Andreas on Ps2 (No Blue Hell) 2047 January|" This guide will show you an easy way to enter and explore the top secret government location known as ""Area 69"" in GTA: San Andreas on PS2. Created 01/07/2047"
"Complete the Second Mission in ""Grand Theft Auto San Andreas"" (Xbox) ""Big Smoke, Sweet and Kendle"" Sep '18"|written 09/14/2018 after meeting Big Smoke and the rest of the gang, you are interrupted by a drive-by, and you have to return home on a bike. This mission can be difficult because it is near the outset of the game, but follow this guide and you will complete this mission easily.
Download GTA 9 months ago current date:06/29/11|Grand Theft Auto IV, or GTA 4 is available for download on the Xbox 360, PlayStation 3, and PC. Downloading GTA 4 requires you to purchase the game from an online merchant, then install it on your console or computer created 09/01/10
Jump off the Empire State Building and Survive in Grand Theft Auto IV August 2025|So you're going around Liberty city with nothing to do, you want some action, some thrills. How about grabbing a sniper, sharpshooting people from the tallest building in the game, and hurling yourself off... but surviving when you hit the ground created 08/21/2025
Do the Swing Glitch on Grand Theft Auto IV August 2025| This swing-glitch makes your car rocket through the air. created 08/21/2025
Hook Up a Trailer in GTA July 26|Hooking up a trailer is not one of the features included in GTA 4, but its not totally impossible to do. Scroll down to step 1 to learn how you can add this feature to the game so you can hook up a trailer if youre playing the game on a PC Released 07/26/12
"August 28 complete the Mission ""Undress to Kill"" on Grand Theft Auto IV"|Published 08/24/15 Can't wait to get your hands on Playboy X (or Dwayne)? Well than read this article so you can! 
Complete Grand Theft Auto IV: Mission Pest Control 12/02/46|Well... Jimmy Pegorino suspects Ray Boccino of being a snitch, and so it is your job to deal with him(and his body guards). Here is a guide to help you with this hard mission Released 12/02/46
June of 2035 be a Grand Theft Auto IV Online Gang|Created 06/02/2035 grand Theft Auto IV has brought some of the best online play ever seen, and if you have played the game, you will probably agree. For the Team Deathmatch, Free Mode (online), or any online game mode that has teams, this should work out for you.
Jan '47 bowl a Strike in Grand Theft Auto IV|Posted 01/07/2047 Are you bad at GTA 4 bowling? Here is how to get strikes sometimes, or at least more than you would otherwise. 
2021 Apr become a Master Banshee Pilot in Halo Combat Evolved|"Released 04/24/2021 most guys call Banshee pilots as ""noobs"", but don't worry; some people even call the so called ""pro"" snipers noobs. They call the word ""noob"" because they are afraid of you."
Camp in Halo PC 12/2/21|Published 12/02/21 sometimes, you may find that your team is losing in Capture the Flag. The best way to stop the enemy from scoring again is to camp, or defend your flag.
Beat Your Kids at Halo on Xbox middle of last year current date: 2/3/2036| Halo is gaining popularity among kids as well as adults. Follow these simple steps to avoid being smoked by your children. Published 05/01/35
Become a Good Sniper in Halo for Computer middle of last year current date: 2/3/2036|This is a rudimentary guide to becoming a better sniper for Halo PC novices but can also be used as a simple review for advanced players. The SRS99C-S2 AM (Sniper Rifle System 99C-S2 Anti-Matriel), or more commonly know as the sniper rifle, is a gas operated, magazine fed, smart scope linked long distance weapon used by the UNSC Published 05/01/35
Build Your Own Map in Halo Custom Edition June '18|Written 06/08/2018 All right do you have HEK (Halo Editing Kit) and Halo Custom Edition and a 3D CGI creator? 
07/06/33 beat a Friend in Halo Blood Gulch| Learn how to beat a friend in Halo easily on one of the most popular maps, Blood Gulch. published 07/06/33
Be Pro at Halo Blood Gulch Race Jun of 2028|written 06/07/2028 is Blood Gulch one of your favorite maps and you are interested in its Race? Whether you play Halo XBox, PC, or even the Trial version, this would help you beat everyone on a Warthog.
Beat a Grunt in Halo 2028 Oct| Beating grunts. They're annoying at times and the ones with fuel rods are sometimes even deadly. How do you beat them? Published 10/14/2028
Be the Last Man Standing in Alpha Zombie on Sandtrap 2028 Oct| Here is a guide to be the last man standing in Alpha Zombie on Sandtrap. Published 10/14/2028
Avoid Getting Killed in Halo 2012 October|created 10/17/2012 Just About Everyone loves Halo. But it gets annoying when you get killed over and over. With this article that'll become a thing of the past! 
Unlock the Submissive Achievement in Half Life 2012 October|created 10/17/2012 the great Gordon Freeman made to pick up a puny soda can?! What is the world coming to? Well, when the Earth has been taken over by aliens and your under the Combine's control, as in Half Life 2, this is what happens.
Be Good at Blood Gulch in Halo PC March of 2007| Are you bad at Halo? Want to know how to be better? Released 03/14/2007
Be a True Sniper at Halo (PC Version) 5/03/41|written 05/03/41 Ok so you wanna know how to be a good TRUE sniper and kill off all the Run Gunner noobs? 
Turn on the Half Life 2 Console 5/08/05|Created 05/08/05 Ever wonder how to turn on the console in Half -Life or HL2? Here you are! 
Backpack Reload in Halo PC 8/6/02|In Halo PC, there is a glitch that allows you to reload one weapon while you switch to and shoot from another weapon. Great tactical time-saver! Here is how to do it posted 08/06/02
Unlock the Defiant Achievement in Half Life October 19|created 10/25/14 in Half Life 2, Gordon Freeman is all about giving power to the people, whether it's leading them on a gun raid through the sewers or taking it to the man in City 17.
Survive Through Ravenholm in Half Life 02/8/08|Ravenholm is a level in Half Life 2 that is fairly challenging and quite scary. The enemies are all zombies, which makes finding ammo difficult. This is a guide to help get through Ravenholm Posted 02/08/08
2044 Nov spoil Everyone's Fun in City 17 in Half Life |Written 11/02/2044 Sick of the Combine rule in your copy of Half-life 2 or are you just bored of doing the missions? If so, read on... 
Improve Half Life 2 Deathmatch Skill Aug 2049|Published 08/23/2049 Learn some great tips and tricks to improve your Half-Life Death Match Skill. Help you to be top of the scoreboard. 
February 2046 have Fun After Beating Half Life | After beating Half Life 2, the game can get boring playing it again. But, with the help of the console, you can make the game very fun. released 02/26/2046
November of 2016 win in Rumble Pit for Halo |Created 11/13/2016 Five easy ways to own Rumble Pit. 
Improve at Half Life 2 Deathmatch 05/8/47|posted 05/08/47 the deathmatch component of Half Life 2 allows you to compete against other players. Competing against other players can be fun and helpful, but losing is can be embarrassing.
April of 2032 go Outside the Map in Half Life |Everyone knows that it is very fun to exploit a game's faults for personal enjoyment. Well, there is one in Half-Life 2 that some people haven't heard of posted 04/21/2032
05/4/30 win at Halo |Halo 2 is still one of the most popular online shooters of all time. But players have gotten really, really good since it came out, making it difficult for new players to jump in without getting crushed posted 05/04/30
May '46 win As a Noob at Halo |Written 05/22/2046 Xbox or PC owner? Check out these tips to beat your Xbox-fanboy friends at their own game. 
Sword Cancel in Halo October of 2012| Sword cancelling in Halo 2 is actually very easy to do. written 10/13/2012
4/28/32 use the Best Combos in Halo |posted 04/28/32 Want to find out how to get the best weapon combos in Halo 2? Here are some of the best. 
Superjump on Lockout in Halo 03/18/04| Okay this is a little tough and will take some practice but you can do it. Written 03/18/04
Stick a Plasma Grenade to Enemies in Halo 5/25/37| In Halo, sticking a Plasma Grenade to your opponent is almost always a one-hit kill, even if they have shields. Here's how to do it. Created 05/25/37
04/14/31 super Jump on Turf on Halo | This article explains how to super jump on turf in the game Halo 2. It's straightforward provided you follow these instructions. posted 04/14/31
Jul 2049 find the Hidden Singing Vortigaunt Cave in Half Life |Many people have tried to find it but few have succeeded. Only half whispers and rumours surround it. Let's face it, everyone wants to know where the hidden singing vortigaunt cave is in Half Life 2, but few know how to find it Created 07/02/2049
end of last year current date: 1/5/2005 snipe in Halo |Sniping is one of the most difficult things to do in Halo 2. It takes lots and lots of practice, but is one of the most important skills on live or multi-player Released 09/01/04
Kill Someone Who Has the Sword in Halo 07/26/17| When someone is after you in Halo 2 with a sword, chances are that you'll die. Here are some ways to prevent that. Created 07/26/17
Play Dodgeball on Halo 03/21/06| A new game variant on Halo 2. It lets re-live your middle school days... Posted 03/21/06
Play Zombies in Halo Dec 11|written 12/08/ Tried of play CTF or Slayer then learn a fun way to play a game. 
Make a Halo 2 Video Jun 2007|Published 06/26/2007 halo is undeniably a great game. But have you ever seen something totally awesome, and want to keep record of it? Don't know how? This article will teach you.
Play Halo November 2050|Created 11/20/2050 this will hopefully touch on some of the aspects that create a solid Halo player. It is geared towards those that play MLG, but anyone can benefit from it.
Make a Good Montage in Halo 2046 February|released 02/17/2046 Want your montage to be special? You should. Don't make your montage like the rest, most montages are just like every other, carbon copied. 
September 2048 kill Easily in Halo | Are you tired of dying a lot in Halo2? Here's how to own the opposition. created 09/18/2048
Glitch out of Maps in Halo 5/14/50|Read this to have fun with your friends in Halo 2 by glitching out of the map into new places. Have fun exploring new places or sniping your enemies from them Created 05/14/50
Get to the Top of the Tunnel in Halo 2: Outskirts 2009 Jul|" This article will discuss methods to bypass the tunnel in the level ""Outskirts"". created 07/10/2009"
September '39 get the Scarab Gun in Halo |This page will guide you to a secret weapon on the scorpion level. It's basically just as powerful as the cannon on the big spider walker thing. It shoots exactly the same thing but it is fired from a plasma rifle posted 09/22/2039
1/28/48 kill the Brute at the End of Halo |created 01/28/48 The finale of Halo 2 can be hard if you don't know what to do. With these steps it can be a snap! 
Get Halo 2 for Your PC 2008 Aug|Published 08/05/2008 everyone loves Halo 2 , but how about getting it for the PC? You can get a close mod for multiplayer. It's legal, as long as you have Halo PC. Update: HALO 2 IS NOW ON pc!
Get a Banshee Into the Boss at the End of Halo 2008 Aug|Published 08/05/2008 the boss at the end of Halo 2 can be really tough. However, you can bring a banshee into the final level and use it against him! Follow these steps to do so.
Aug '33 dual Wield in Halo | Here's How You Can Dual-Wield In Halo 2 For PC And XBOX 360 and XBOX written 08/04/2033
Get the Foundation Map in Halo 2 Without Buying the Map Pack July of 2034|You always sick of playing on the same maps? Don't have Live, but you want new maps. Well you can actually get a map called Foundation with a few simple steps published 07/04/2034
Get Out of Foundation on Halo July of 2034| Ever wanna find out how to see what else can you can do on Foundation?! published 07/04/2034
"Get Some ""Easter Eggs"" in Halo July of 2034"| Have you ever wanted to get some Easter Eggs in Halo 2? Here are some things that you can do to make playing Halo 2 fun! published 07/04/2034
Succeed in Harvest Moon Back to Nature 2031 Jun| Here's a quick guide to getting the most out of your game. Written 06/21/2031
March 2040 doubleshoot in Halo |posted 03/14/2040 How to do a doubleshot in Halo 2 
July of 2029 double Shot in Halo |Posted 07/20/2029 This page will teach you how to double shot with a Battle Rifle in Halo 2. 
February 4 marry Neil in Harvest Moon (ANB)|published 02/12/36 in Harvest Moon, A New Beginning, if you are playing as the girl main character, you may want to get married. Of course, you may not want to wait a long time for the rest of the eligible Bachelors* (*Allen, Rod, Soseki, Sanjay, Amir) to show up.
Marry the Witch Princess in Harvest Moon DS January 15|When Harvest Moon: DS was first released, it contained many glitches, one of which prevented the player from marrying the Witch Princess. Finally, with the release of the upgraded and improved version, you have access to woo her! released 01/10/07
Nov 2016 play Harvest Moon Tree of Tranquility|published 11/20/2016 having a hard time with Harvest Moon Tree of Tranquility ? Or do you just want some tips? Here is how to best get started on your ranch so that it works for you.
Unlock the Orange Sprite Lumber Team on Harvest Moon DS (Nintendo) 04/7/50|Harvest Moon DS is a game for the Nintendo DS device where you are a virtual farmer raising crops, livestock and poultry. You also try to rescue the Harvest Sprites that were banished by the Witch Princess Created 04/07/50
3/28/10 see Character Overview in Harvest Moon: Frantic Farming|You are a beginner in your new Nintendo DS game,Harvest Moon:Frantic Farming and you wanna know what's your character overview,this article will show you how to see a character overview Created 03/28/10
5/11/13 make Money in Harvest Moon Grand Bazaar|written 05/11/13 Alright so you bought the game harvest moon grand bazaar but can't make enough money to expand your bazaar. 
August '00 make Cookies on Harvest Moon DS| If you have a Harvest Moon game for your Nintendo DS, Here is an article that will show you how to make cookies on it. Hope you like it! released 08/16/2000
03/22/45 marry Carter in Harvest Moon DS Cute|Posted 03/22/45 For those Harvest Moon DS Cute players who pick Carter to marry. 
02/3/38 succeed in Harvest Moon a Wonderful Life (Marriage)| Succeeding in marriage in Harvest Moon: A Wonderful Life requires persistence, just as wooing does in real life. Released 02/03/38
2029 September make Money in Harvest Moon DS|posted 09/12/2029 Want to make it big in Harvest Moon DS with the farm and family of your dreams? Having trouble making enough gold? This article is here to help. 
2029 September marry Flora in Harvest Moon|posted 09/12/2029 If you pick Flora to marry you in Harvest Moon DS Cute, look in the instructions below to see when and where you have to go for her heart events. 
Get Rich in Harvest Moon: Back to Nature Jun '09|Harvest Moon: Back to Nature is a fun farm simulation game originally released on the Sony PlayStation. In order to afford things in the game, such as buying animals, upgrading your house, and wooing girls, you need to make as much money as possible released 06/01/2009
2049 September bXR in Halo | This will teach you how to perform the BXR button combo when playing the game Halo 2 for Xbox. Published 09/10/2049
2038 Aug go Inside Jamie's Barn on Harvest Moon: Magical Melody Without Entering|This is a neat glitch that allows you to wander around the land as if the buildings aren't there. It is for Harvest Moon: Magical Melody for GameCube released 08/04/2038
Get Married to Lumina in Harvest Moon DS 4/28/43|Published 04/28/43 If you want to get marry to Lumina from Harvest Moon. Look at the instruction below. 
Beat Halo 4/28/43|Published 04/28/43 If you are stuck in Halo 2...Do this. 
8/22/32 be Good at Halo |published 08/22/32 If you are decent at Halo 2 but wonder why those level 35's are so good, this wikiHow may help you improve your skills with some basics. 
Apr 2042 get Married in Harvest Moon DS Cute| This article is for people that need help clearing up what to do in order to get married in harvest moon DS cute. published 04/17/2042
Get Married to Celia in Harvest Moon DS Mar 14| If you pick Celia to get married in Harvest Moon. Look at the instructions below. Written 03/17/
Be a Threat with Battle Rifles and Carbines in Halo Mar 14| In Halo 2 there are two very powerful weapons, the Battle Rifle and the Carbine. These weapons are useful, but only if used well. Read on... Written 03/17/
Beat Anyone in Halo 09/1/16|released 09/01/16 Pretty much play cheap, some techniques, and the best methods. 
04/10/01 be Good at Halo 2 Without Being Cheap|Some say Halo 2 is less skill-based than the original Halo. I think Halo 2 requires a different set of skills and abilities, but it is definitely able to be mastered created 04/10/01
Get Married on Harvest Moon Nov 2049|Written 11/17/2049 when your grandfather passed away the farm was handed down to you. The farm is now in your hands, you have to increase your reputation with the villagers, and start expanding your farm.
9/21/14 get a Horse on Harvest Moon DS|Published 09/21/14 Want a horse? This is the easy way to. 
9/21/14 get Ivan to a Red Heart in Harvest Moon Grand Bazaar|Published 09/21/14 Are you struggling to get Ivan into a Red Heart in Grand Bazaar? Well, here are some steps to your goal! 
